ItemCode,Item Description,Category
G2010,"Pac-Dent 10 x Frames with blue colors, 10 clear lenses",Infection Control
G-3,"GLYCERIN,SYNTHETIC,USP",Raw Mats and Spares
GB-001,GloBrush Polishing Brush Combo Kit,Cosmetic&Restoration
GB-002,GloBrush Polishing Brush Refill Kit,Cosmetic&Restoration
GB-003,GloBrush Polishing Brush Refill Kit,Cosmetic&Restoration
GB-004,GloBrush Polishing Brush Refill Kit,Cosmetic&Restoration
GBL10-NC,GOOGLES REPLACEMENT LENSES - AMBER (10CT),Infection Control
GCR-01,GIO CHEEK RETRACTOT,Whitening
GDLR100-NC,Googles Replacement Lenses-100 Clear,Infection Control
GDLR25-NC,Googles Replacement Lenses - Clear,Infection Control
GDM-001,"1,3 - GLYCEROL DIMETHACRYLATE (X-768-0000)",Cosmetic&Restoration
GEN1120,Genomer 1120,Raw Mats and Spares
GEN1122,Genomer 1122-Monofunctional Urethane Acrylate,Raw Mats and Spares
GEN7302,GENOMER 7302 - MERCATAN MODIFIED POLYETHER ACRYLATE,3D Resin
GFA10-NC,"Googles Eyewear, Frames Assorted",Infection Control
GFB10-NC,GOOGLES EYEWEAR - FRAMES BLUE (10/PK),Infection Control
GFP10-NC,GOOGLES EYEWEAR - FRAMES PURPLE (10/PK),Infection Control
GFPK10-NC,GOOGLES EYEWEAR - FRAMES PINK (10/PK,Infection Control
GFT10-NC,GOOGLES EYEWEAR - FRAMES TEAL (10/PK),Infection Control
GFY10-NC,Googles Eyewear - Frames Yellow,Infection Control
GI-BB,"Gingi-Pak Bulk Brading 10,000 YARDS",Impression & Accs
GING,GINGIVAL BARRIER(4*1.2ML SYRINGES),Whitening
GING-001,"FILLED GINGIVAL BARRIER SYRINGE, 1.2ML, W/ LABEL",Raw Mats and Spares
GL-100L,"Pac-Dent Armor Nitrile powder-free exam gloves, Large",Infection Control
GL-100M,"NITRILE POWDER-FREE EXAM GLOVES, M,100PCS/BOX",Infection Control
GL-100S,"NITRILE POWDER-FREE EXAM GLOVES, S,100PCS/BOX",Infection Control
GL-100XL,"NITRILE POWDER-FREE EXAM GLOVES, XL,100PCS/BOX",Infection Control
Glass Powder G018-144,Schott Dental Glass G018-144 Grain Size K6,Raw Mats and Spares
GLOGB3,"FILLED GINGIVAL BARRIER SYRINGE, 3ML, W/ GLO LABEL",Raw Mats and Spares
GLO-GBSB-1-1,"FILLED GINGIVAL BARRIER SYRINGE, 2.4ML W/ GLO LABEL",Raw Mats and Spares
GLOPOP,"GLO POP, 10X7% HP GVIAL, 1 LIP CARE TUBE",Components
GLOPRO,"GLO 2 PATIENT KIT, 30%",Components
GLOPTG9,"GLO PRO TO GO, 9% HP",Components
GLP101,GLP FEE,Components
GLV110,"GLOVE TEST:TENSILE TEST, UNAGED",Others
GLV115,"GLOVE TEST:TENSILE TEST, AGED",Others
GO18-117 K3,SCHOTT GO18-117 K3,Raw Mats and Spares
GOB-20,"Pac-File GPC Obturator, Gutter Percha Carrier 5 x #20 GPC Obturators + 1 x verifier",Endodontic
GOB-20NL,GPC Obturator Gutter Percha Carrier 5 x #20 GPC Obturators + 1 x verifier,Endodontic
GOB-25,"Pac-File GPC Obturator, Gutter Percha Carrier 5 x #25 GPC Obturators + 1 x verifier",Endodontic
GOB-25NL,GPC Obturator Gutter Percha Carrier 5 x #25 GPC Obturators + 1 x verifier,Endodontic
GOB-30,"Pac-File GPC Obturator, Gutter Percha Carrier 5 x #30 GPC Obturators + 1 x verifier",Endodontic
GOB-30NL,GPC Obturator Gutter Percha Carrier 5 x #30 GPC Obturators + 1 x verifier,Endodontic
GOB-35,"Pac-File GPC Obturator, Gutter Percha Carrier 5 x #35 GPC Obturators + 1 x verifier",Endodontic
GOB-35NL,GPC Obturator Gutter Percha Carrier 5 x #35 GPC Obturators + 1 x verifier,Endodontic
GOB-40,"Pac-File GPC Obturator, Gutter Percha Carrier 5 x #40 GPC Obturators + 1 x verifier",Endodontic
GOB-40NL,GPC Obturator Gutter Percha Carrier 5 x #40 GPC Obturators + 1 x verifier,Endodontic
GOB-45,"Pac-File GPC Obturator, Gutter Percha Carrier 5 x #45 GPC Obturators + 1 x verifier",Endodontic
GOB-45NL,GPC Obturator Gutter Percha Carrier 5 x #45 GPC Obturators + 1 x verifier,Endodontic
GOB-50,"Pac-File GPC Obturator, Gutter Percha Carrier 5 x #50 GPC Obturators + 1 x verifier",Endodontic
GOB-50NL,GPC Obturator Gutter Percha Carrier 5 x #50 GPC Obturators + 1 x verifier,Endodontic
GOM-001,"MONOFUNCTIONAL URETHANE ACRYLATE, (PART# GENOMER 1122)",Raw Mats and Spares
GOOCL20,G00CL20-NEW IWEAR CLEAR,SEI Autoscaler
GOP10-NC,Googles Eyewear Office Pack,Infection Control
GP0221,"PacGlide Glide Path File, Taper .02, Tip 16, Length 21 mm",Endodontic
GP0225,"PacGlide Glide Path File, Taper .02, Tip 16, Length 25 mm",Endodontic
GP0231,"PacGlide Glide Path File, Taper .02, Tip 16, Length 31 mm",Endodontic
GP-15-02,"Pac-Dent Gutta Percha Points, Taper .02, Size #15",Endodontic
GP-15-04,"Pac-Dent Gutta Percha Points, Taper .04, Size #15",Endodontic
GP-15-06,"Pac-Dent Gutta Percha Points, Taper .06, Size #15",Endodontic
GP-20-02,"Pac-Dent Gutta Percha Points, Taper .02, Size #20",Endodontic
GP-20-04,"Pac-Dent Gutta Percha Points, Taper .04, Size #20",Endodontic
GP-20-06,"Pac-Dent Gutta Percha Points, Taper .06, Size #20",Endodontic
GP-25-02,"Pac-Dent Gutta Percha Points, Taper .02, Size #25",Endodontic
GP-25-04,"Pac-Dent Gutta Percha Points, Taper .04, Size #25",Endodontic
GP-25-06,"Pac-Dent Gutta Percha Points, Taper .06, Size #25",Endodontic
GP-30-02,"Pac-Dent Gutta Percha Points, Taper .02, Size #30",Endodontic
GP-30-04,"Pac-Dent Gutta Percha Points, Taper .04, Size #30",Endodontic
GP-30-06,"Pac-Dent Gutta Percha Points, Taper .06, Size #30",Endodontic
GP-35-02,"Pac-Dent Gutta Percha Points, Taper .02, Size #35",Endodontic
GP-35-04,"Pac-Dent Gutta Percha Points, Taper .04, Size #35",Endodontic
GP-35-06,"Pac-Dent Gutta Percha Points, Taper .06, Size #35",Endodontic
GP-40-02,"Pac-Dent Gutta Percha Points, Taper .02, Size #40",Endodontic
GP-40-04,"Pac-Dent Gutta Percha Points, Taper .04, Size #40",Endodontic
GP-40-06,"Pac-Dent Gutta Percha Points, Taper .06, Size #40",Endodontic
GP-45-02,"Pac-Dent Gutta Percha Points, Taper .02, Size #45",Endodontic
GP-45-04,"Pac-Dent Gutta Percha Points, Taper .04, Size #45",Endodontic
GP-50-02,"Pac-Dent Gutta Percha Points, Taper .02, Size #50",Endodontic
GP-50-04,"Pac-Dent Gutta Percha Points, Taper .04, Size #50",Endodontic
GP-55-02,"Pac-Dent Gutta Percha Points, Taper .02, Size #55",Endodontic
GP-55-04,"Pac-Dent Gutta Percha Points, Taper .04, Size #55",Endodontic
GP-60-02,"Pac-Dent Gutta Percha Points, Taper .02, Size #60",Endodontic
GP-60-04,"Pac-Dent Gutta Percha Points, Taper .04, Size #60",Endodontic
GP-70-02,"Pac-Dent Gutta Percha Points, Taper .02, Size #70",Endodontic
GP-70-04,"Pac-Dent Gutta Percha Points, Taper .04, Size #70",Endodontic
GP-80-02,"Pac-Dent Gutta Percha Points, Taper .02, Size #80",Endodontic
GP-80-04,"Pac-Dent Gutta Percha Points, Taper .04, Size #80",Endodontic
GP-A1,Pac-Dent Gutta Percha Points for Pac-Taper Conform and NiTi A1,Endodontic
GP-A2,Pac-Dent Gutta Percha Points for Pac-Taper Conform and NiTi A2,Endodontic
GP-A3,Pac-Dent Gutta Percha Points for Pac-Taper Conform and NiTi A3,Endodontic
GP-A4,Pac-Dent Gutta Percha Points for Pac-Taper Conform and NiTi A4,Endodontic
GP-A5,Pac-Dent Gutta Percha Points for Pac-Taper Conform and NiTi A5,Endodontic
GP-AS,"Pac-Dent Gutta Percha Points for PacTaper Conform & NiTi A1, A2 &A3",Endodontic
GP-AS15-02,"Pac-Dent Gutta Percha Points, Taper .02, Size #15-#40",Endodontic
GP-AS15-04,"Pac-Dent Gutta Percha Points, Taper .04, Size #15-#40",Endodontic
GP-AS15-06,"Pac-Dent Gutta Percha Points, Taper .06, Size #15-#40",Endodontic
GP-AS45-02,"Pac-Dent Gutta Percha Points, Taper .02, Size #45-#80",Endodontic
GP-AS45-04,"Pac-Dent Gutta Percha Points, Taper .04, Size #45-#80",Endodontic
GPD-138,Cargus Pit & Fissure Sealant Natural Shade Light Cure with Wet-Bond Techn. 1.2ml. Syringes & 20 Tips,Cosmetic&Restoration
GPR-25,"PacEndo GPR Stainless Steel Gutta Percha Removers, 02 Taper, Tip Size 25, 21mm Length",Endodontic
GPR-30,"PacEndo GPR Stainless Steei Gutta Percha Removers, 02 Taper, Tip Size 30, 21mm Length",Endodontic
GPR-35,"PacEndo GPR Stainless Stee Gutta Percha Removers, 02 Taper, Tip Size 35, 21mm Length",Endodontic
GPR-40,"PacEndo GPR Stainless Stee Gutta Percha Removers, 02 Taper, Tip Size 40, 21mm Length",Endodontic
GPR-45,"PacEndo GPR Stainless Stee Gutta Percha Removers, 02 Taper, Tip Size 45, 21mm Length",Endodontic
GPR-50,"PacEndo GPR Stainless Stee Gutta Percha Removers, 02 Taper, Tip Size 50, 21mm Length",Endodontic
GPR-AS,"PacEndo GPR Stainless Stee Gutta Percha Removers, 02 Taper Assorted Tip Size 25-50, 21mm Length",Endodontic
GPRLA25C,GOOGLES PRO REPLACEMENT LENSES AMBER 25/EA,Infection Control
GPRLC100C,GOOGLES PRO REPLACEMENT LENSES CLEAR 100/EA,Infection Control
GPRLC25C,GOOGLES PRO REPLACEMENT LENSES CLEAR 25/EA,Infection Control
GPRLT25C,GOOGLES PRO REPLACEMENT LENSES TINTED 25/EA,Infection Control
GPSTPKBLC,GOOGLES PRO STARTER PACK - BLUE,Infection Control
GPSTPKGYC,GOOGLES PRO STARTER PACK - GRAY,Infection Control
GPSTPKPKC,GOOGLES PRO STARTER PACK - PINK,Infection Control
GPSTPKWHC,GOOGLES PRO STARTER PACK - WHITE,Infection Control
GS-CR01,GLO CHEET RETRACTORS,Whitening
G-T1,MIRAGE GLAMOUR SILVER,Raw Mats and Spares
GTDLR25-TC,Googles Replacement Lenses - Tinted,Infection Control
H500-001,US Orthodontic  Perio Plus- Oral Cleansing Gel Mint Flavor 3oz/Tube,Preventive
HaloWhite,"HALOWHITE KIT 15%HP - PACDENT COMPONENTS, 2 DUAL BARREL SYRINGES, 1 MOUTH TRAY, 5 MIXING TIPS",Components
HAN25-036-00,Autoscaler Built-in handpiece sleeve,SEI Autoscaler
HANDPIECE COMPONENTS,MEDIDENTA HANDPIECE COMPONENTS,Instruments
HD-812DR30,Pac-Dent Whitening iBrite 12% H2O2 dual-barrel tooth whitening refill kit 30 x 4.6 ml syringes,Whitening
HEK,DELUXE HOME EDITION KIT (SINGLE BARREL SYRINGE),Whitening
HEK2016,WHITER IMAGE HOME E,Whitening
HEMA,2-HYDROXYETHYL METHACRYLATE,Raw Mats and Spares
HEMA-001,2-HYDROXYETHYL METHACRYLATE (PART# PL-3110 or H1159),Components
HH-100,Pac-Dent Prophy Handpiece 1 x Hygiene Handpiece with 3 X silicon grips,Handpieces
HH-101B,Pac-Dent Prophy Handpiece Blue silicon grips for hygiene handpiece,Handpieces
HH-101G,Pac-Dent Prophy Handpiece Green silicon grips for hygiene handpiece,Handpieces
HH-101L,Pac-Dent Prophy Handpiece Lavender silicon grips for hygiene handpiece,Handpieces
HH-101R,Pac-Dent Prophy Handpiece Dusty Rose silicon grips for hygiene handpiece,Handpieces
HH-102,Pac-Dent Prophy Handpiece 1 x Hygiene Handpiece Nosecone,Handpieces
HH-103,Pac-Dent Prophy Handpiece 5 x Stem O-ring for ProMate motor,Handpieces
HH-104,Pac-Dent Prophy Handpiece lubrication,Handpieces
HLLP-001,HILURLIP,Raw Mats and Spares
HMB-001,2-HYDROXY-4-METHOXYBENZOPHENONE,Raw Mats and Spares
HP,"HYDROGEN PEROXIDE, 50%",Raw Mats and Spares
HP 1157-100,"HP CARBIDE BUR, CLINIC PACK (100 PCS)",Bur
HP 1158-100,"HP CARBIDE BUR, CLINIC PACK (100 PCS)",Bur
HP 1556-100,"HP CARBIDE BUR, CLINIC PACK (100 PCS)",Bur
HP 1557-100,"HP CARBIDE BUR, CLINIC PACK (100 PCS)",Bur
HP 169-10,,Items
HP 169-100,"HP CARBIDE BUR, CLINIC PACK (100 PCS)",Bur
HP 172-10,,Items
HP 172-100,"HP CARBIDE BUR, CLINIC PACK (100 PCS)",Bur
HP 34-10,,Items
HP 34-100,"HP CARBIDE BUR, CLINIC PACK (100 PCS)",Bur
HP 35-10,,Items
HP 35-100,"HP CARBIDE BUR, CLINIC PACK (100 PCS)",Bur
HP 36-10,,Items
HP 36-100,"HP CARBIDE BUR, CLINIC PACK (100 PCS)",Bur
HP 37-10,,Items
HP 37-100,"HP CARBIDE BUR, CLINIC PACK (100 PCS)",Bur
HP 39-10,,Items
HP 39-100,"HP CARBIDE BUR, CLINIC PACK (100 PCS)",Bur
HP 41-10,,Items
HP 41-100,"HP CARBIDE BUR, CLINIC PACK (100 PCS)",Bur
HP 556-10,,Items
HP 556-100,"HP CARBIDE BUR, CLINIC PACK (100 PCS)",Bur
HP 557-10,,Items
HP 557-100,"HP CARBIDE BUR, CLINIC PACK (100 PCS)",Bur
HP 558-10,,Items
HP 558-100,"HP CARBIDE BUR, CLINIC PACK (100 PCS)",Bur
HP 559-10,,Items
HP 559-100,"HP CARBIDE BUR, CLINIC PACK (100 PCS)",Bur
HP 560-10,,Items
HP 560-100,"HP CARBIDE BUR, CLINIC PACK (100 PCS)",Bur
HP 563-10,,Items
HP 563-100,"HP CARBIDE BUR, CLINIC PACK (100 PCS)",Bur
HP 57-100,"HP CARBIDE BUR, CLINIC PACK (100 PCS)",Bur
HP 699-100,"HP CARBIDE BUR, CLINIC PACK (100 PCS)",Bur
HP 699L-100,"HP CARBIDE BUR, CLINIC PACK (100 PCS)",Bur
HP 700-100,"HP CARBIDE BUR, CLINIC PACK (100 PCS)",Bur
HP 700L-100,"HP CARBIDE BUR, CLINIC PACK (100 PCS)",Bur
HP 701-100,"Pac-Dent, HP Carbide Bur, HP 701, Clinic Pack",Bur
HP 701L-100,"HP CARBIDE BUR, CLINIC PACK (100 PCS)",Bur
HP 702-100,"Pac-Dent, HP Carbide Bur, HP 702, Clinic Pack",Bur
HP 702L-100,"HP CARBIDE BUR, CLINIC PACK (100 PCS)",Bur
HP 703-100,"HP CARBIDE BUR, CLINIC PACK (100 PCS)",Bur
HP 703L-100,"HP CARBIDE BUR, CLINIC PACK (100 PCS)",Bur
HP1/210,Pac-Dent HP Carbide Bur HP1/2,Bur
HP1/2-10,,Items
HP1/2100,Pac-Dent HP Carbide Bur HP1/2 Clinic Pack,Bur
HP1/2-100,Component for  HP Carbide Bur HP1/2,Bur
HP1/410,Pac-Dent HP Carbide Bur HP1/4,Bur
HP1/4-10,,Items
HP1/4100,Pac-Dent HP Carbide Bur HP1/4 Clinic Pack,Bur
HP1/4-100,Component for  HP Carbide Bur HP1/4,Bur
HP1010,Pac-Dent HP Carbide Bur HP10,Bur
HP10-10,"HP CARBIDE BUR, CLINIC PACK (10 PCS)",Bur
HP10100,Pac-Dent HP Carbide Bur HP10 Clinic Pack,Bur
HP10-100,Component for  HP Carbide Bur HP10,Bur
HP-10BOX,HP-10 BUR BOX COVERS AND LIDS,Bur
HP110,Pac-Dent HP Carbide Bur HP1-10,Bur
HP1-10,"HP CARBIDE BUR, CLINIC PACK (10 PCS)",Bur
HP1100,Pac-Dent HP Carbide Bur HP1-100 Clinic Pack,Bur
HP1-100,Component for  HP Carbide Bur HP1-10,Bur
HP115710,Pac-Dent HP Carbide Bur HP1157,Bur
HP1157-10,,Items
HP1157100,Pac-Dent HP Carbide Bur HP 1157 Clinic Pack,Bur
HP1157-100,Component for  HPCarbide Bur HP1157,Bur
HP115810,Pac-Dent HP Carbide Bur HP1158,Bur
HP1158-10,,Items
HP1158100,Pac-Dent HP Carbide Bur HP 1158 Clinic Pack,Bur
HP1158-100,Component for  HPCarbide Bur HP1158,Bur
HP1170-100,Component for HP Carbide Bur HP1170,Bur
HP1172-100,Component for HP Carbide Bur HP1172,Bur
HP12,"GEL, 12% HP",Components
HP127A,SEI Autoscaler Ultrasonic Scaler Accessories HANDPIECE ASSEMBLY - AUTOSCALER for 25C/30C,SEI Autoscaler
HP127A-BI,SEI Autoscaler Ultrasonic Scaler Accessories HANDPIECE ASSEMBLY - AUTOSCALER Build In,SEI Autoscaler
HP155610,Pac-Dent HP Carbide Bur HP1556,Bur
HP1556-10,,Items
HP1556100,Pac-Dent HP Carbide Bur HP 1556 Clinic Pack,Bur
HP1556-100,Component for  HPCarbide Bur HP1556,Bur
HP155710,Pac-Dent HP Carbide Bur HP1557,Bur
HP1557-10,"HP1557, 10/PK",Bur
HP1557100,Pac-Dent HP Carbide Bur HP 1557 Clinic Pack,Bur
HP1557-100,Component for  HPCarbide Bur HP1557,Bur
HP155810,Pac-Dent HP Carbide Bur HP1558,Bur
HP1558-10,,Items
HP1558100,Pac-Dent HP Carbide Bur HP 1558 Clinic Pack,Bur
HP1558-100,Component for  HPCarbide Bur HP1558,Bur
HP16910,Pac-Dent HP Carbide Bur HP169,Bur
HP169100,Pac-Dent HP Carbide Bur HP 169 Clinic Pack,Bur
HP169-100,Component for  HPCarbide Bur HP169,Bur
HP169L10,Pac-Dent HP Carbide Bur HP169L,Bur
HP169L-10,,Items
HP169L100,Pac-Dent HP Carbide Bur HP169L Clinic Pack,Bur
HP169L-100,Component for  HPCarbide Bur HP169L,Bur
HP1702L-100,"HP CARBIDE BUR, CLINIC PACK (100 PCS)",Bur
HP1703-100,"HP CARBIDE BUR, CLINIC PACK (100 PCS)",Bur
HP1703L-100,"HP CARBIDE BUR, CLINIC PACK (100 PCS)",Bur
HP171L10,Pac-Dent HP Carbide Bur HP171L,Bur
HP171L-10,,Items
HP171L100,Pac-Dent HP Carbide Bur HP171L Clinic Pack,Bur
HP171L-100,Component for  HPCarbide Bur HP171L,Bur
HP17210,Pac-Dent HP Carbide Bur HP172,Bur
HP172100,Pac-Dent HP Carbide Bur HP 172 Clinic Pack,Bur
HP172-100,Component for  HPCarbide Bur HP172,Bur
HP2-1,"HP CARBIDE BUR, CLINIC PACK 1 PIECE",Bur
HP210,Pac-Dent HP Carbide Bur HP2,Bur
HP2-10,"HP CARBIDE BUR, CLINIC PACK (100 PCS)",Bur
HP2100,Pac-Dent HP Carbide Bur HP2 Clinic Pack,Bur
HP2-100,Component for  HP Carbide Bur HP2,Bur
HP310,Pac-Dent HP Carbide Bur HP3,Bur
HP3-10,,Items
HP3100,Pac-Dent HP Carbide Bur HP3 Clinic Pack,Bur
HP3-100,Component for  HP Carbide Bur HP3,Bur
HP33 1/2-10,,Items
HP33 1/2-100,"HP CARBIDE BUR, CLINIC PACK (100 PCS)",Bur
HP331/210,Pac-Dent HP Carbide Bur HP331/2,Bur
HP331/2100,Pac-Dent HP Carbide Bur HP33 1/2 Clinic Pack,Bur
HP331/2-100,Component for  HPCarbide Bur HP331/2,Bur
HP3410,Pac-Dent HP Carbide Bur HP34,Bur
HP34100,Pac-Dent HP Carbide Bur HP34 Clinic Pack,Bur
HP34-100,Component for  HP Carbide Bur HP34,Bur
HP3510,Pac-Dent HP Carbide Bur HP35,Bur
HP35100,Pac-Dent HP Carbide Bur HP 35 Clinic Pack,Bur
HP35-100,Component for  HPCarbide Bur HP35,Bur
HP3610,Pac-Dent HP Carbide Bur HP36,Bur
HP36100,Pac-Dent HP Carbide Bur HP 36 Clinic Pack,Bur
HP36-100,Component for  HPCarbide Bur HP36,Bur
HP3710,Pac-Dent HP Carbide Bur HP37,Bur
HP37100,Pac-Dent HP Carbide Bur HP 37 Clinic Pack,Bur
HP37-100,Component for  HPCarbide Bur HP37,Bur
HP3910,Pac-Dent HP Carbide Bur HP39,Bur
HP39100,Pac-Dent HP Carbide Bur HP 39 Clinic Pack,Bur
HP39-100,Component for  HPCarbide Bur HP39,Bur
HP410,Pac-Dent HP Carbide Bur HP4,Bur
HP4-10,"HP CARBIDE BUR, CLINIC PACK (10 PCS)",Bur
HP4100,Pac-Dent HP Carbide Bur HP4 Clinic Pack,Bur
HP4-100,Component for  HP Carbide Bur HP4,Bur
HP4110,Pac-Dent HP Carbide Bur HP41,Bur
HP41-100,Component for  HPCarbide Bur HP41,Bur
HP510,Pac-Dent HP Carbide Bur HP5,Bur
HP5-10,,Items
HP5100,Pac-Dent HP Carbide Bur HP5 Clinic Pack,Bur
HP5-100,Component for  HP Carbide Bur HP5 Clinic Pack,Bur
HP55610,Pac-Dent HP Carbide Bur HP556,Bur
HP556100,Pac-Dent HP Carbide Bur HP 556 Clinic Pack,Bur
HP556-100,Component for  HPCarbide Bur HP556,Bur
HP55710,Pac-Dent HP Carbide Bur HP557,Bur
HP557100,Pac-Dent HP Carbide Bur HP 557 Clinic Pack,Bur
HP557-100,Component for  HPCarbide Bur HP557,Bur
HP55810,Pac-Dent HP Carbide Bur HP558,Bur
HP558100,Pac-Dent HP Carbide Bur HP 558 Clinic Pack,Bur
HP558-100,Component for  HP Carbide Bur HP 558 Clinic Pack,Bur
HP55910,Pac-Dent HP Carbide Bur HP559,Bur
HP559100,Pac-Dent HP Carbide Bur HP 559 Clinic Pack,Bur
HP559-100,Component for  HP Carbide Bur HP 559 Clinic Pack,Bur
HP56010,Pac-Dent HP Carbide Bur HP560,Bur
HP560100,Pac-Dent HP Carbide Bur HP 560 Clinic Pack,Bur
HP560-100,Component for  HPCarbide Bur HP560,Bur
HP56310,Pac-Dent HP Carbide Bur HP563,Bur
HP563100,Pac-Dent HP Carbide Bur HP 563 Clinic Pack,Bur
HP563-100,Component for  HPCarbide Bur HP563,Bur
HP563L10,Pac-Dent HP Carbide Bur HP563L,Bur
HP563L-10,,Items
HP563L100,Pac-Dent HP Carbide Bur HP563L Clinic Pack,Bur
HP563L-100,Component for  HP Carbide Bur HP563L Clinic Pack,Bur
HP5710,Pac-Dent HP Carbide Bur HP57,Bur
HP57-10,,Items
HP57100,Pac-Dent HP Carbide Bur HP 57 Clinic Pack,Bur
HP57-100,Component for  HPCarbide Bur HP57,Bur
HP6,"GEL, 6% HP",Components
HP610,Pac-Dent HP Carbide Bur HP6,Bur
HP6-10,"HP CARBIDE BUR, CLINIC PACK (10 PCS)",Bur
HP6100,Pac-Dent HP Carbide Bur HP6 Clinic Pack,Bur
HP6-100,Component for  HP Carbide Bur HP6 Clinic Pack,Bur
HP69910,Pac-Dent HP Carbide Bur HP699,Bur
HP699-10,,Items
HP699100,Pac-Dent HP Carbide Bur HP 699 Clinic Pack,Bur
HP699-100,Component for  HPCarbide Bur HP699,Bur
HP699L10,Pac-Dent HP Carbide Bur HP699L,Bur
HP699L-10,,Items
HP699L100,Pac-Dent HP Carbide Bur HP 699L Clinic Pack,Bur
HP699L-100,Component for  HPCarbide Bur HP699L,Bur
HP6-B,"GEL, 6% HP",Components
HP6-PRE1,HP6-PREMIX 1,Raw Mats and Spares
HP6-PRE2,HP6-PREMIX 2,Raw Mats and Spares
HP70010,Pac-Dent HP Carbide Bur HP700,Bur
HP700-10,,Items
HP700100,Pac-Dent HP Carbide Bur HP 700 Clinic Pack,Bur
HP700-100,Component for  HP Carbide Bur HP 700 Clinic Pack,Bur
HP700L10,Pac-Dent HP Carbide Bur HP700L,Bur
HP700L-10,,Items
HP700L100,Pac-Dent HP Carbide Bur HP 700L Clinic Pack,Bur
HP700L-100,Component for  HP Carbide Bur HP 700L Clinic Pack,Bur
HP70110,Pac-Dent HP Carbide Bur HP701,Bur
HP701-10,,Items
HP701100,Pac-Dent HP Carbide Bur HP 701 Clinic Pack,Bur
HP701-100,Component for  HPCarbide Bur HP701,Bur
HP701L10,Pac-Dent HP Carbide Bur HP701L,Bur
HP701L-10,,Items
HP701L100,Pac-Dent HP Carbide Bur HP 701L Clinic Pack,Bur
HP701L-100,Component for  HP Carbide Bur HP 701L Clinic Pack,Bur
HP70210,Pac-Dent HP Carbide Bur HP702,Bur
HP702-10,,Items
HP702100,Pac-Dent HP Carbide Bur HP 702 Clinic Pack,Bur
HP702-100,Component for  HP Carbide Bur HP 702 Clinic Pack,Bur
HP702L10,Pac-Dent HP Carbide Bur HP702L,Bur
HP702L-10,,Items
HP702L100,Pac-Dent HP Carbide Bur HP 702L Clinic Pack,Bur
HP702L-100,Component for  HP Carbide Bur HP 702L Clinic Pack,Bur
HP70310,Pac-Dent HP Carbide Bur HP703,Bur
HP703-10,,Items
HP703100,Pac-Dent HP Carbide Bur HP 703 Clinic Pack,Bur
HP703-100,Component for  HP Carbide Bur HP 703 Clinic Pack,Bur
HP703L10,Pac-Dent HP Carbide Bur HP703L,Bur
HP703L-10,,Items
HP703L100,Pac-Dent HP Carbide Bur HP 703L Clinic Pack,Bur
HP703L-100,Component for  HPCarbide Bur HP703L,Bur
HP710,Pac-Dent HP Carbide Bur HP7,Bur
HP7-10,,Items
HP7100,Pac-Dent HP Carbide Bur HP7 Clinic Pack,Bur
HP7-100,Component for  HP Carbide Bur HP7 Clinic Pack,Bur
HP810,Pac-Dent HP Carbide Bur HP8,Bur
HP8-10,"HP CARBIDE BUR, CLINIC PACK (10 PCS)",Bur
HP8100,Pac-Dent HP Carbide Bur HP8 Clinic Pack,Bur
HP8-100,Component for  HP Carbide Bur HP8,Bur
HP8-5,"HP8, 5/PK",Bur
HP9,"GEL, 9% HP",Components
HP9-B,"GEL, 9% HP",Components
HP9-PRE1,HP9-PREMIX 1,Raw Mats and Spares
HP9-PRE2,HP9-PREMIX 2,Raw Mats and Spares
HPA-8,PROMASTER E-TYPE L/S STRAIGHT H.P.,Preventive
HP-CAR-K,EMPTY CARTRIDGES FOR VPS 1:1 50ML,Components
HPMA-001,2-HYDROXYPROPYL METHACRYLATE,Raw Mats and Spares
HRCL250C,Metrex/Kerr Allrap Headrest Cover 14 1/2 X 10,Infection Control
HRCS250C,Metrex/Kerr Allrap Headrest Cover 11 1/2 X 10,Infection Control
HS011,Henry Schein Global Sourcing Bib Holder Silicone Assorted,Preventive
HS012,Henry Schein Global Sourcing Bib Holder Silicone Blue,Preventive
HS013,Henry Schein Global Sourcing Bib Holder Silicone Pink,Preventive
HS014,Henry Schein Global Sourcing Bib Holder Silicone Green,Infection Control
HS015,Henry Schein Global Sourcing Bib Holder Silicone White,Preventive
HS016,Henry Schein Global Sourcing Bib Holder Silicone Purple,Preventive
HS100NE,"Henry Schein Applicator Tips, Needle Tips 20 Ga",Cosmetic&Restoration
HS105-1000A,Henry Schein Global Sourcing Sure Tips Assorted,Infection Control
HS105-1000B,Henry Schein Global Sourcing Sure Tips Blue,Infection Control
HS105-250AST,Henry Schein Global Sourcing Sure Tips Assorted,Infection Control
HS105-250B,Henry Schein Global Sourcing Sure Tips Blue,Infection Control
HS106-1000AST,Henry Schein Global Sourcing Sure Tips Clear,Infection Control
HS106-250AST,Henry Schein Global Sourcing Sure Tips Clear,Infection Control
HS168-100G,"Henry Schein Global Acclean ergo contra angle soft 100Pcs/Pack, 10Packs/Case",Preventive
HS188-100W,"Henry Schein Global Acclean ergo contra angle firm 100Pcs/Pack, 10Packs/Case",Preventive
HS3001451,Henry Schein Mixing tips automix brow,Impression & Accs
HS310W,Henry Schein Global Sourcing 1.2CC Luer Lock syringes,Endodontic
HS500C,Metrex/Kerr Complete Curing Sleeve,Infection Control
HS802,Henry Schein Endo Organizer kit,Endodontic
